PlotID_sel,PlotID,sel,HT,EPH_0.5_median_quantile_0.9_DSM,EPH_0.5_median_quantile_0.9_PC
2004_1170,2004,1170,52,51.97333333,60.26666667
2004_1171,2004,1171,46,57.84333333,63.88333333
2004_1172,2004,1172,44,44.62333333,50.46666667
2004_1173,2004,1173,47,52.31333333,59.02
2004_1174,2004,1174,51,42.24666667,49.67333333
2004_1175,2004,1175,50,58.69666667,63.82666667
2004_1176,2004,1176,49,55.22333333,61.03
2004_1177,2004,1177,58,50.70333333,59.15
2004_1178,2004,1178,50,52.48333333,65.66666667
2004_1179,2004,1179,55,43.36,52.84666667
2004_1180,2004,1180,52,45.94333333,57.82666667
