PlotID_sel,Plot,Experiment Name,HT,EPH_0.25_median_quantile_0.99_DSM,EPH_0.25_median_quantile_0.99_PC
2206_3033,3033,2206,42,29.63,34.06666667
2206_3034,3034,2206,47,30.82,35.9
2206_3035,3035,2206,43,26.16666667,31.75666667
2206_3036,3036,2206,49.9,26.64,32.55333333
2206_3037,3037,2206,40.4,30.21,35.42
2206_3038,3038,2206,47,23.28333333,28.03333333
2206_3039,3039,2206,35,28.74333333,32.96666667
2206_3040,3040,2206,39,15.61333333,21.09666667
2206_3041,3041,2206,52,29.21333333,34.81333333
2206_3042,3042,2206,56.9,29.84333333,37.06666667
2206_3043,3043,2206,40,21.50666667,26.65
2206_3044,3044,2206,40,32.20666667,38.93333333
2206_3045,3045,2206,47.3,28.43666667,34.42333333
2206_3046,3046,2206,39,19.96,25.55
2206_3047,3047,2206,36,17.87333333,22.93333333
2206_3048,3048,2206,37,24.24666667,29.56666667
2206_3049,3049,2206,46,29.34666667,36.47
2206_3050,3050,2206,43,22.78333333,27.69
2206_3051,3051,2206,60,33.76,40.12
2206_3052,3052,2206,44,22.85666667,28.73333333
2206_3053,3053,2206,45,29.65,34.35666667
2206_3054,3054,2206,57,26.1,31.9
2206_3055,3055,2206,42,26.67333333,31.98333333
2206_3056,3056,2206,47,24.87666667,31.91
2206_3057,3057,2206,54,30.95,36.29666667
2206_3058,3058,2206,57,26.9,32.41666667
2206_3059,3059,2206,43,30.92666667,35.8
2206_3060,3060,2206,49,29.58,33.98666667
2206_3061,3061,2206,41,34.76666667,39.26
2206_3062,3062,2206,53,31.81666667,36.43333333
2206_3063,3063,2206,40,29.81,34.18666667
2206_3064,3064,2206,49,32.01,36.68333333
2206_3065,3065,2206,35,26.09666667,32.26666667
2206_3066,3066,2206,40,28.45,33.81666667
2206_3067,3067,2206,41,25.40333333,30.96333333
2206_3068,3068,2206,32,20.77333333,25.16333333
2206_3069,3069,2206,41,24.86333333,29.82666667
2206_3070,3070,2206,47,28.23666667,32.68
2206_3071,3071,2206,55,22.85333333,29.3
2206_3072,3072,2206,47,25.34333333,31.8
2206_3073,3073,2206,48,22.60666667,28.69333333
2206_3074,3074,2206,46,28.44666667,33.74
2206_3075,3075,2206,55,34.87333333,39.06666667
2206_3076,3076,2206,45,26.36333333,30.85333333
2206_3077,3077,2206,41,22.23333333,25.75333333
2206_3078,3078,2206,45,25.94,31.84666667
2206_3079,3079,2206,49,32.15,38.34
2206_3080,3080,2206,57,29.61666667,35.8
2206_3081,3081,2206,30,28.69666667,34.2
2206_3082,3082,2206,30,30.07666667,35.43333333
2206_3083,3083,2206,49,23.23666667,27.74
2206_3084,3084,2206,40,24.41333333,29.53333333
